"","Province","U_R","COICOP","Products","Weights","Date","Index","Source"
"Urban.1346","0","1","03","Clothing and footwear",530.767666830644,2010-07-01,85.5280240695375,"Urban"
"Urban.1347","0","1","03","Clothing and footwear",530.767666830644,2010-08-01,85.5225387055456,"Urban"
"Urban.1348","0","1","03","Clothing and footwear",530.767666830644,2010-09-01,85.5168115273267,"Urban"
"Urban.1349","0","1","03","Clothing and footwear",530.767666830644,2010-10-01,85.8425453981335,"Urban"
"Urban.1350","0","1","03","Clothing and footwear",530.767666830644,2010-11-01,86.1850238809417,"Urban"
"Urban.1351","0","1","03","Clothing and footwear",530.767666830644,2010-12-01,86.6149108386703,"Urban"
"Urban.1352","0","1","03","Clothing and footwear",530.767666830644,2011-01-01,87.8638360752704,"Urban"
"Urban.1353","0","1","03","Clothing and footwear",530.767666830644,2011-02-01,88.9719354150619,"Urban"
"Urban.1354","0","1","03","Clothing and footwear",530.767666830644,2011-03-01,88.7875342315215,"Urban"
"Urban.1355","0","1","03","Clothing and footwear",530.767666830644,2011-04-01,89.0117327686349,"Urban"
"Urban.1356","0","1","03","Clothing and footwear",530.767666830644,2011-05-01,90.6011988074213,"Urban"
"Urban.1357","0","1","03","Clothing and footwear",530.767666830644,2011-06-01,90.6821016203009,"Urban"
"Urban.1358","0","1","03","Clothing and footwear",530.767666830644,2011-07-01,91.3476159769498,"Urban"
"Urban.1359","0","1","03","Clothing and footwear",530.767666830644,2011-08-01,93.0517287933378,"Urban"
"Urban.1360","0","1","03","Clothing and footwear",530.767666830644,2011-09-01,93.406946184771,"Urban"
"Urban.1361","0","1","03","Clothing and footwear",530.767666830644,2011-10-01,93.3302813777384,"Urban"
"Urban.1362","0","1","03","Clothing and footwear",530.767666830644,2011-11-01,94.2714154807984,"Urban"
"Urban.1363","0","1","03","Clothing and footwear",530.767666830644,2011-12-01,94.1812967930698,"Urban"
"Urban.1364","0","1","03","Clothing and footwear",530.767666830644,2012-01-01,94.6435755545089,"Urban"
"Urban.1365","0","1","03","Clothing and footwear",530.767666830644,2012-02-01,93.1489616998338,"Urban"
"Urban.1366","0","1","03","Clothing and footwear",530.767666830644,2012-03-01,94.3389131973567,"Urban"
"Urban.1367","0","1","03","Clothing and footwear",530.767666830644,2012-04-01,93.5225060655892,"Urban"
"Urban.1368","0","1","03","Clothing and footwear",530.767666830644,2012-05-01,94.2147774321068,"Urban"
"Urban.1369","0","1","03","Clothing and footwear",530.767666830644,2012-06-01,94.8797967058358,"Urban"
"Urban.1370","0","1","03","Clothing and footwear",530.767666830644,2012-07-01,94.7466056228264,"Urban"
"Urban.1371","0","1","03","Clothing and footwear",530.767666830644,2012-08-01,94.9370414576604,"Urban"
"Urban.1372","0","1","03","Clothing and footwear",530.767666830644,2012-09-01,95.0077650805843,"Urban"
"Urban.1373","0","1","03","Clothing and footwear",530.767666830644,2012-10-01,95.6391345953784,"Urban"
"Urban.1374","0","1","03","Clothing and footwear",530.767666830644,2012-11-01,95.5081923956126,"Urban"
"Urban.1375","0","1","03","Clothing and footwear",530.767666830644,2012-12-01,95.927556772015,"Urban"
"Urban.1376","0","1","03","Clothing and footwear",530.767666830644,2013-01-01,96.6561739612273,"Urban"
"Urban.1377","0","1","03","Clothing and footwear",530.767666830644,2013-02-01,95.8651696020309,"Urban"
"Urban.1378","0","1","03","Clothing and footwear",530.767666830644,2013-03-01,95.5117207855708,"Urban"
"Urban.1379","0","1","03","Clothing and footwear",530.767666830644,2013-04-01,96.4101268746634,"Urban"
"Urban.1380","0","1","03","Clothing and footwear",530.767666830644,2013-05-01,96.3041631816479,"Urban"
"Urban.1381","0","1","03","Clothing and footwear",530.767666830644,2013-06-01,96.3022745332722,"Urban"
"Urban.1382","0","1","03","Clothing and footwear",530.767666830644,2013-07-01,95.4383769002153,"Urban"
"Urban.1383","0","1","03","Clothing and footwear",530.767666830644,2013-08-01,96.1346583005972,"Urban"
"Urban.1384","0","1","03","Clothing and footwear",530.767666830644,2013-09-01,94.1576352222851,"Urban"
"Urban.1385","0","1","03","Clothing and footwear",530.767666830644,2013-10-01,94.8944927885021,"Urban"
"Urban.1386","0","1","03","Clothing and footwear",530.767666830644,2013-11-01,95.9806583678212,"Urban"
"Urban.1387","0","1","03","Clothing and footwear",530.767666830644,2013-12-01,96.583241301436,"Urban"
"Urban.1388","0","1","03","Clothing and footwear",530.767666830644,2014-01-01,98.5772587247788,"Urban"
"Urban.1389","0","1","03","Clothing and footwear",530.767666830644,2014-02-01,100,"Urban"
"Urban.1390","0","1","03","Clothing and footwear",530.767666830644,2014-03-01,99.6738596788383,"Urban"
"Urban.1391","0","1","03","Clothing and footwear",530.767666830644,2014-04-01,99.3005226573612,"Urban"
"Urban.1392","0","1","03","Clothing and footwear",530.767666830644,2014-05-01,100.78736058721,"Urban"
"Urban.1393","0","1","03","Clothing and footwear",530.767666830644,2014-06-01,100.627801836455,"Urban"
"Urban.1394","0","1","03","Clothing and footwear",530.767666830644,2014-07-01,102.606213311368,"Urban"
"Urban.1395","0","1","03","Clothing and footwear",530.767666830644,2014-08-02,101.691532737715,"Urban"
"Urban.1396","0","1","03","Clothing and footwear",530.767666830644,2014-09-03,102.338870288683,"Urban"
"Urban.1397","0","1","03","Clothing and footwear",530.767666830644,2014-10-05,102.388444509968,"Urban"
"Urban.1398","0","1","03","Clothing and footwear",530.767666830644,2014-11-06,102.423529828444,"Urban"
"Urban.1399","0","1","03","Clothing and footwear",530.767666830644,2014-12-08,102.541175500164,"Urban"
"Urban.1400","0","1","03","Clothing and footwear",530.767666830644,2015-01-09,102.806466982979,"Urban"
"Urban.1401","0","1","03","Clothing and footwear",530.767666830644,2015-02-10,102.9049497735,"Urban"
"Urban.1402","0","1","03","Clothing and footwear",530.767666830644,2015-03-14,102.833787444317,"Urban"
"Urban.1403","0","1","03","Clothing and footwear",530.767666830644,2015-04-15,102.961777808748,"Urban"
"Urban.1404","0","1","03","Clothing and footwear",530.767666830644,2015-05-17,103.394623663237,"Urban"
"Urban.1405","0","1","03","Clothing and footwear",530.767666830644,2015-06-18,103.608345924267,"Urban"
"Urban.1406","0","1","03","Clothing and footwear",530.767666830644,2015-07-20,103.778233216093,"Urban"
"Urban.1407","0","1","03","Clothing and footwear",530.767666830644,2015-08-21,103.514273706673,"Urban"
"Urban.1408","0","1","03","Clothing and footwear",530.767666830644,2015-09-22,103.786753372419,"Urban"
"Urban.1409","0","1","03","Clothing and footwear",530.767666830644,2015-10-24,103.681442048223,"Urban"
"Urban.1410","0","1","03","Clothing and footwear",530.767666830644,2015-11-25,103.911527216838,"Urban"
"Urban.1411","0","1","03","Clothing and footwear",530.767666830644,2015-12-27,104.067331729808,"Urban"
"Urban.1412","0","1","03","Clothing and footwear",530.767666830644,2016-01-28,103.63571562583,"Urban"
"Urban.1413","0","1","03","Clothing and footwear",530.767666830644,2016-02-29,103.139825766503,"Urban"
"Urban.1414","0","1","03","Clothing and footwear",530.767666830644,2016-03-29,102.979129640888,"Urban"
"Urban.1415","0","1","03","Clothing and footwear",530.767666830644,2016-04-29,103.283981927769,"Urban"
"Urban.1416","0","1","03","Clothing and footwear",530.767666830644,2016-05-29,103.277134618073,"Urban"
"Urban.1417","0","1","03","Clothing and footwear",530.767666830644,2016-06-29,103.896316207235,"Urban"
"Urban.1418","0","1","03","Clothing and footwear",530.767666830644,2016-07-29,105.005698288917,"Urban"
"Urban.1419","0","1","03","Clothing and footwear",530.767666830644,2016-08-29,106.880194747985,"Urban"
"Urban.1420","0","1","03","Clothing and footwear",530.767666830644,2016-09-29,106.324085728502,"Urban"
"Urban.1421","0","1","03","Clothing and footwear",530.767666830644,2016-10-29,107.768843556132,"Urban"
"Urban.1422","0","1","03","Clothing and footwear",530.767666830644,2016-11-29,107.62610839745,"Urban"
"Urban.1423","0","1","03","Clothing and footwear",530.767666830644,2016-12-29,108.16664783125,"Urban"
"Urban.1424","0","1","03","Clothing and footwear",530.767666830644,2017-01-29,110.520915699116,"Urban"
"Urban.1425","0","1","03","Clothing and footwear",530.767666830644,2017-02-28,110.875000157528,"Urban"
"Urban.1426","0","1","03","Clothing and footwear",530.767666830644,2017-03-30,109.760125400768,"Urban"
"Urban.1427","0","1","03","Clothing and footwear",530.767666830644,2017-04-29,110.484581444953,"Urban"
"Urban.1428","0","1","03","Clothing and footwear",530.767666830644,2017-05-29,110.758380294329,"Urban"
"Urban.1429","0","1","03","Clothing and footwear",530.767666830644,2017-06-29,110.941956578649,"Urban"
"Urban.1430","0","1","03","Clothing and footwear",530.767666830644,2017-07-29,112.194398992544,"Urban"
"Urban.1431","0","1","03","Clothing and footwear",530.767666830644,2017-08-29,112.412915054292,"Urban"
"Urban.1432","0","1","03","Clothing and footwear",530.767666830644,2017-09-29,111.060857627799,"Urban"
"Urban.1433","0","1","03","Clothing and footwear",530.767666830644,2017-10-29,111.815407187839,"Urban"
"Urban.1434","0","1","03","Clothing and footwear",530.767666830644,2017-11-29,112.810692064279,"Urban"
"Urban.1435","0","1","03","Clothing and footwear",530.767666830644,2017-12-29,113.242991968487,"Urban"
"Urban.1436","0","1","03","Clothing and footwear",530.767666830644,2018-01-01,114.40427809446,"Urban"
"Urban.1437","0","1","03","Clothing and footwear",530.767666830644,2018-02-04,114.476655105519,"Urban"
"Urban.1438","0","1","03","Clothing and footwear",530.767666830644,2018-03-10,114.635347593014,"Urban"
"Urban.1439","0","1","03","Clothing and footwear",530.767666830644,2018-04-10,114.722343043442,"Urban"
"Urban.1440","0","1","03","Clothing and footwear",530.767666830644,2018-05-10,114.860350447683,"Urban"
"Urban.1441","0","1","03","Clothing and footwear",530.767666830644,2018-06-10,114.7044292557,"Urban"
"Urban.1442","0","1","03","Clothing and footwear",530.767666830644,2018-07-10,114.69018563928,"Urban"
"Urban.1443","0","1","03","Clothing and footwear",530.767666830644,2018-08-10,114.587298155738,"Urban"
"Urban.1444","0","1","03","Clothing and footwear",530.767666830644,2018-09-10,114.665506059731,"Urban"
"Urban.1445","0","1","03","Clothing and footwear",530.767666830644,2018-10-10,115.149630092743,"Urban"
"Urban.1446","0","1","03","Clothing and footwear",530.767666830644,2018-11-10,115.73733951072,"Urban"
"Urban.1447","0","1","03","Clothing and footwear",530.767666830644,2018-12-10,116.0274743052,"Urban"
"Urban.1448","0","1","03","Clothing and footwear",530.767666830644,2019-01-10,117.302771669511,"Urban"
"Urban.1449","0","1","03","Clothing and footwear",530.767666830644,2019-02-10,117.978054732675,"Urban"
"Urban.1450","0","1","03","Clothing and footwear",530.767666830644,2019-03-10,118.778254847012,"Urban"
"Urban.1451","0","1","03","Clothing and footwear",530.767666830644,2019-04-10,119.390893299943,"Urban"
"Urban.1452","0","1","03","Clothing and footwear",530.767666830644,2019-05-10,119.867497052027,"Urban"
"Urban.1453","0","1","03","Clothing and footwear",530.767666830644,2019-06-10,121.591584925256,"Urban"
"Urban.1454","0","1","03","Clothing and footwear",530.767666830644,2019-07-10,122.330042007184,"Urban"
"Urban.1455","0","1","03","Clothing and footwear",530.767666830644,2019-08-10,123.528732544926,"Urban"
"Urban.1456","0","1","03","Clothing and footwear",530.767666830644,2019-09-10,123.785906386677,"Urban"
"Urban.1457","0","1","03","Clothing and footwear",530.767666830644,2019-10-10,124.724716880836,"Urban"
"Urban.1458","0","1","03","Clothing and footwear",530.767666830644,2019-11-10,125.354956291191,"Urban"
"Urban.1459","0","1","03","Clothing and footwear",530.767666830644,2019-12-10,125.570685897353,"Urban"
"Urban.1460","0","1","03","Clothing and footwear",530.767666830644,2020-01-10,126.858323721311,"Urban"
"Urban.1461","0","1","03","Clothing and footwear",530.767666830644,2020-02-10,126.495736401894,"Urban"
"Urban.1462","0","1","03","Clothing and footwear",530.767666830644,2020-03-10,126.819611792087,"Urban"
"Urban.1463","0","1","03","Clothing and footwear",530.767666830644,2020-04-10,126.868251532277,"Urban"
"Urban.1464","0","1","03","Clothing and footwear",530.767666830644,2020-05-10,124.870293336099,"Urban"
"Urban.1465","0","1","03","Clothing and footwear",530.767666830644,2020-06-10,125.342033523061,"Urban"
"Urban.1466","0","1","03","Clothing and footwear",530.767666830644,2020-07-10,125.423895503227,"Urban"
"Urban.1467","0","1","03","Clothing and footwear",530.767666830644,2020-08-10,125.652737636169,"Urban"
"Urban.1468","0","1","03","Clothing and footwear",530.767666830644,2020-09-10,126.41066269164,"Urban"
"Urban.1469","0","1","03","Clothing and footwear",530.767666830644,2020-10-10,126.947013610979,"Urban"
"Urban.1470","0","1","03","Clothing and footwear",530.767666830644,2020-11-10,128.443994292122,"Urban"
"Urban.1471","0","1","03","Clothing and footwear",530.767666830644,2020-12-10,128.38763385876,"Urban"
"Urban.1472","0","1","03","Clothing and footwear",530.767666830644,2021-01-10,128.857541269065,"Urban"
"Urban.1473","0","1","03","Clothing and footwear",530.767666830644,2021-02-10,128.811871942703,"Urban"
"Urban.1474","0","1","03","Clothing and footwear",530.767666830644,2021-03-10,128.607719027348,"Urban"
"Urban.1475","0","1","03","Clothing and footwear",530.767666830644,2021-04-10,129.209790606298,"Urban"
"Urban.1476","0","1","03","Clothing and footwear",530.767666830644,2021-05-10,129.283533746361,"Urban"
"Urban.1477","0","1","03","Clothing and footwear",530.767666830644,2021-06-10,129.586594018878,"Urban"
"Urban.1478","0","1","03","Clothing and footwear",530.767666830644,2021-07-10,129.56037919567,"Urban"
"Urban.1479","0","1","03","Clothing and footwear",530.767666830644,2021-08-10,130.426962440794,"Urban"
"Urban.1480","0","1","03","Clothing and footwear",530.767666830644,2021-09-10,130.596841912286,"Urban"
"Urban.1481","0","1","03","Clothing and footwear",530.767666830644,2021-10-10,132.284515827538,"Urban"
"Urban.1482","0","1","03","Clothing and footwear",530.767666830644,2021-11-10,132.649203778034,"Urban"
"Urban.1483","0","1","03","Clothing and footwear",530.767666830644,2021-12-10,133.426366640519,"Urban"
"Urban.1484","0","1","03","Clothing and footwear",530.767666830644,2022-01-10,133.8130828322,"Urban"
"Urban.1485","0","1","03","Clothing and footwear",530.767666830644,2022-02-10,134.7950041838,"Urban"
"Urban.1486","0","1","03","Clothing and footwear",530.767666830644,2022-03-10,135.392258104451,"Urban"
"Urban.1487","0","1","03","Clothing and footwear",530.767666830644,2022-04-10,136.671808141008,"Urban"
"Urban.1488","0","1","03","Clothing and footwear",530.767666830644,2022-05-10,138.187579810455,"Urban"
"Urban.1489","0","1","03","Clothing and footwear",530.767666830644,2022-06-10,140.620599002778,"Urban"
"Urban.1490","0","1","03","Clothing and footwear",530.767666830644,2022-07-10,142.087871121587,"Urban"
"Urban.1491","0","1","03","Clothing and footwear",530.767666830644,2022-08-10,142.920685899035,"Urban"
"Urban.1492","0","1","03","Clothing and footwear",530.767666830644,2022-09-10,144.542324299934,"Urban"
"Urban.1493","0","1","03","Clothing and footwear",530.767666830644,2022-10-10,145.559493917212,"Urban"
"Urban.1494","0","1","03","Clothing and footwear",530.767666830644,2022-11-10,146.117577756075,"Urban"
"Urban.1495","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-02-01,89.8338963379105,"Urban"
"Urban.1496","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-03-01,90.2147680128108,"Urban"
"Urban.1497","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-04-01,90.4376366301884,"Urban"
"Urban.1498","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-05-01,90.5448304919569,"Urban"
"Urban.1499","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-06-01,90.4622804244974,"Urban"
"Urban.1500","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-07-01,90.0205929283649,"Urban"
"Urban.1501","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-08-01,90.2497118493193,"Urban"
"Urban.1502","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-09-01,90.4475612671109,"Urban"
"Urban.1503","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-10-01,91.1533775792097,"Urban"
"Urban.1504","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-11-01,91.2605029603447,"Urban"
"Urban.1505","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2009-12-01,90.0526401631082,"Urban"
"Urban.1506","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2010-01-01,90.1582328220604,"Urban"
"Urban.1507","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2010-02-01,89.2423079554728,"Urban"
"Urban.1508","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2010-03-01,89.0777123314519,"Urban"
"Urban.1509","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2010-04-01,90.0253971507395,"Urban"
"Urban.1510","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2010-05-01,90.93170751364,"Urban"
"Urban.1511","0","1","04","Housing, water, electricity, gas and other fuels",2075.48427245625,2010-06-01,92.3964194960094,"Urban"
